agent_id,steps_taken,avg_decision_time,mistakes_made,environment_type,success,behavior_cluster
203,139,3.2984559284741866,12,hard,0,1
204,140,1.2670956271289602,7,easy,1,0
205,122,0.5872628245207914,13,hard,0,1
206,110,1.2915437358973252,7,easy,0,0
207,122,3.6391079660927304,13,medium,0,1
208,193,4.2929126937208,6,easy,0,0
209,90,4.168077336378259,11,easy,1,2
210,196,2.0461992951304286,10,hard,1,0
211,122,3.3736171691961667,10,hard,0,1
212,11,1.104423047537523,12,easy,1,2
213,139,1.5364238782789652,17,medium,0,1
214,63,4.492045510753487,1,easy,1,2
215,96,0.1637094252026066,14,easy,1,1
216,138,0.5189918011868936,19,medium,1,1
217,156,1.118642650215534,17,hard,0,1
218,135,0.2300077989817166,14,easy,1,1
219,139,0.9890336319400069,18,hard,0,1
220,62,2.956903648751492,11,hard,1,2
221,181,2.16498029790324,12,medium,0,0
222,169,4.474091384277177,10,medium,1,0
223,169,4.1054734525183605,4,hard,0,0
224,77,1.7749050233195924,0,easy,0,2
225,192,1.3711748238133334,2,hard,1,0
226,193,1.960492800019608,18,easy,0,1
227,132,2.9924452183225583,6,easy,0,0
228,154,1.4135118400320938,11,medium,0,0
229,47,3.158329648460757,14,easy,0,2
230,33,2.1061170957370785,4,easy,1,2
231,78,2.8050311861747033,14,hard,0,1
232,125,2.237019992763052,7,medium,1,0
233,107,1.5428822217553968,9,easy,1,0
234,148,4.747421204114568,15,easy,0,1
235,153,3.8416683913828282,7,medium,1,0
236,106,0.7865545612556175,0,hard,0,0
237,133,4.355493081899772,11,medium,0,1
238,196,2.488412871422617,4,medium,0,0
239,79,4.483305911781048,2,easy,0,2
240,102,4.019290754141845,0,easy,1,2
241,12,2.183546171899244,3,hard,1,2
242,157,0.21009961076857525,7,easy,1,0
243,196,1.416519060986236,2,easy,1,0
244,173,2.7540076518382484,9,medium,1,0
245,156,3.2040432771481218,1,easy,1,0
246,99,1.3636496586226914,10,hard,0,1
247,156,0.7828447629568382,9,medium,0,0
248,157,4.191158160316566,13,hard,0,1
249,105,4.923570685447405,6,medium,0,2
250,61,2.6758818932831607,1,easy,1,2
251,170,0.9412285006566872,8,medium,1,0
252,177,1.434305899944908,15,medium,0,1
253,137,0.190114315082587,12,easy,0,1
254,48,4.580064152146445,8,easy,0,2
255,91,0.6769803061616916,19,hard,1,1
256,113,2.9249307300198426,3,hard,0,0
257,138,1.4428705813673095,9,easy,0,0
258,20,2.815472212327388,11,easy,0,2
259,194,3.291959902924135,16,easy,0,1
260,187,4.165734838165288,13,medium,0,1
261,160,1.1114642316269558,13,medium,0,1
262,168,0.15387956042655435,1,medium,1,0
263,51,0.7707395873371556,19,easy,0,1
264,108,4.510091345055715,10,hard,0,2
265,16,4.382061380056324,15,easy,0,2
266,153,3.027324200634511,18,medium,0,1
267,99,3.042532616124902,5,medium,1,2
268,121,3.358679705276652,18,easy,1,1
269,69,0.9593192652549031,4,easy,1,2
270,122,4.580618535032303,3,medium,0,0
271,11,2.1519755719711586,14,medium,0,2
272,138,1.9773787884225378,3,medium,1,0
273,57,2.642696755885904,19,easy,0,1
274,149,0.33013323719776977,9,medium,1,0
275,46,0.9147885069047892,2,medium,0,2
276,169,3.7163647204892154,4,hard,0,0
277,18,0.5057134728331197,5,easy,1,2
278,108,3.0554453363853025,7,hard,0,0
279,156,1.3022106374384728,6,hard,0,0
280,57,2.007548508805685,9,medium,0,2
281,140,1.5145993101764295,5,easy,1,0
282,157,1.842796310678251,13,medium,0,1
283,161,3.6233249354028034,3,easy,0,0
284,63,1.5558964065535579,12,hard,0,1
285,129,2.8753827374547964,19,easy,0,1
286,170,2.4326469707755884,16,medium,0,1
287,161,3.3519887102769763,6,medium,1,0
288,125,4.6904657226913145,3,medium,1,0
289,84,3.6896032763302267,13,easy,0,1
290,122,1.1532078550947082,2,hard,0,0
291,173,0.2527973618002949,4,hard,0,0
292,175,1.3850938170691431,15,easy,0,1
293,113,3.015881860431249,19,medium,0,1
294,93,0.3519864860728268,3,hard,0,0
295,121,2.5321946112860583,1,medium,1,0
296,108,3.0245299596927575,17,easy,1,1
297,162,1.7377950650031082,18,medium,0,1
298,102,3.877469798354528,18,hard,0,1
299,155,0.6223314403554818,16,hard,0,1
300,137,0.468175130505463,13,medium,0,1
301,119,3.6681249053976566,18,easy,1,1
302,91,2.527907449410373,12,medium,1,1
303,63,3.4731717424959068,11,easy,0,2
304,172,2.230653959158357,5,medium,0,0
305,198,1.3073699628716235,3,hard,0,0
306,178,4.113601356603579,18,easy,0,1
307,170,4.017137806947998,15,easy,0,1
308,77,3.5040127071866913,12,easy,0,2
309,42,1.4335111724268175,3,hard,1,2
310,151,2.992130267658527,16,medium,0,1
311,30,1.8687720950061315,0,hard,1,2
312,57,0.5487521593005074,17,easy,1,1
313,157,4.59483651976499,19,medium,0,1
314,137,0.7704112915029109,16,hard,0,1
315,145,4.756163033721932,14,easy,0,1
316,144,2.2854282874939833,10,easy,0,0
317,154,1.0071513513092363,12,hard,0,1
318,137,2.755314642153955,0,hard,1,0
319,42,4.3774345957944005,16,hard,1,1
320,185,3.68790194340685,5,easy,1,0
321,196,4.052149624521104,3,hard,0,0
322,124,3.3280384968825154,19,easy,1,1
323,128,3.4921551661374775,15,hard,0,1
324,31,4.261058692670065,14,easy,0,2
325,167,1.3233732434100114,14,easy,0,1
326,47,2.4981823218513886,5,medium,0,2
327,118,1.1839262649160511,14,hard,0,1
328,60,4.93957323918357,13,hard,0,2
329,191,4.725890764464405,10,easy,0,0
330,17,0.29319137570567894,6,easy,1,2
331,36,3.5573183453268737,8,easy,0,2
332,36,4.633716755336763,15,medium,1,2
333,30,0.9848191911239343,4,medium,0,2
334,39,2.8829316297078846,19,easy,0,1
335,106,4.585892658181405,9,hard,1,2
336,37,0.2663352950704143,17,hard,0,1
337,120,3.517359309509516,2,medium,0,0
338,70,1.5570101361254989,12,medium,0,1
339,57,4.629541357344999,10,easy,1,2
340,156,4.858185401310302,16,hard,0,1
341,13,4.726905796655826,12,easy,1,2
342,44,2.423649661621573,5,medium,1,2
343,58,4.324008989847636,16,hard,1,1
344,26,4.238292052821845,12,hard,0,2
345,181,1.6635923188919528,18,medium,0,1
346,167,4.161685823338319,18,easy,0,1
347,55,0.28133741010591384,9,easy,0,2
348,126,3.0217224045620603,2,hard,1,0
349,15,1.2270433027097452,13,medium,1,2
350,108,0.6907777403086662,18,hard,0,1
351,133,0.4770706879831249,4,medium,1,0
352,46,3.5118150018028853,4,easy,1,2
353,33,1.7653873224635244,19,medium,0,1
354,102,3.6513571804909315,16,easy,1,1
355,55,0.4202460699148176,9,medium,1,2
356,190,1.644922655369991,4,hard,1,0
357,104,2.743507332639153,3,easy,1,0
358,108,3.974543507710922,5,hard,0,2
359,197,1.6618872643671427,3,hard,0,0
360,125,3.166867744541345,6,easy,0,0
361,169,4.441290966357317,6,easy,1,0
362,170,3.1177296220932926,17,hard,0,1
363,76,1.2415014262928057,2,hard,0,2
364,137,0.2195638296270363,0,hard,1,0
365,27,4.363484482114556,3,hard,1,2
366,34,0.20422011316689698,5,easy,1,2
367,63,4.386038196152577,8,easy,1,2
368,67,2.691791956733339,13,hard,0,1
369,76,4.701431722713191,11,medium,1,2
370,113,4.014037855290961,19,medium,0,1
371,183,4.989877141613354,3,easy,1,0
372,33,1.8184878957133799,11,hard,1,2
373,123,3.8592226157625222,9,hard,0,0
374,41,2.069461476685287,6,easy,1,2
375,184,2.4513905394891538,2,medium,1,0
376,95,3.1747767697700136,13,medium,0,1
377,160,4.38101785951306,9,medium,1,0
378,136,4.922008999076546,15,easy,1,1
379,164,3.8645397279361395,15,medium,0,1
380,139,2.1470572326199355,9,easy,1,0
381,26,2.164649311157644,12,easy,0,2
382,113,3.714153277785569,5,hard,0,0
383,170,1.2700080142646817,11,medium,1,0
384,146,0.6413231543438338,8,easy,0,0
385,52,1.8376485724398053,12,medium,0,2
386,185,1.5074710591050007,3,medium,1,0
387,48,1.5519097902343517,10,hard,0,2
388,179,1.2446779801445589,19,medium,0,1
389,35,0.30625662921817326,17,hard,0,1
390,108,0.1875822801937277,10,easy,1,1
391,59,4.939839709706555,3,medium,1,2
392,162,2.1960883553057258,17,easy,0,1
393,161,1.9832005710824405,0,medium,0,0
394,22,3.4302716851960424,6,easy,1,2
395,69,1.1694440505388146,5,medium,1,2
396,144,4.754809801356104,14,medium,0,1
397,66,3.9530905706362054,17,medium,0,1
398,45,0.5381139113300717,10,medium,0,2
399,182,2.146145801346149,19,medium,0,1
400,29,4.407679707054607,14,medium,0,2
401,74,4.72918690922791,15,medium,0,1
402,17,2.3902674051243618,6,medium,1,2
403,153,3.105715807132468,9,medium,0,0
404,151,0.9184663358511687,11,easy,0,0
405,124,4.956726268071185,13,hard,0,1
406,152,1.2351913367788727,4,medium,0,0
407,101,4.719385693262116,17,hard,0,1
408,107,3.2832685800626056,4,medium,1,0
409,75,3.07791029490641,2,medium,1,2
410,41,2.6121737039808925,4,easy,0,2
411,95,1.2302820774170178,16,easy,0,1
412,60,0.9649873568269905,18,hard,0,1
413,162,1.1803824244438594,18,easy,0,1
414,195,1.0135474845068473,11,easy,1,0
415,72,3.9199639204770915,8,hard,0,2
416,199,1.8156137699169776,0,easy,1,0
417,134,0.38342911516064226,17,medium,0,1
418,159,4.848602887689975,3,hard,0,0
419,67,4.430550836320786,9,hard,0,2
420,67,4.645986187656543,6,medium,1,2
421,95,4.975048330967533,0,easy,1,2
422,58,0.9520867211754878,16,hard,0,1
423,189,2.041585892623028,1,hard,1,0
424,179,3.815368530950048,10,medium,0,0
425,79,3.5105010284635823,8,medium,0,2
426,24,0.8540899410652898,6,easy,1,2
427,63,4.097582312454027,16,hard,0,1
428,197,1.1997588019996375,16,easy,0,1
429,110,1.1967063126308533,1,easy,1,0
430,17,2.7311746721777266,5,medium,1,2
431,62,3.005405680724346,13,hard,0,2
432,69,2.942422418405275,5,hard,1,2
433,117,0.5482855032489989,1,hard,0,0
434,14,4.399558226888864,0,medium,1,2
435,112,1.4014402086846598,9,medium,1,0
436,15,0.7346231142857405,4,medium,1,2
437,118,4.454865591357988,1,medium,1,0
438,125,4.782692341325792,15,medium,0,1
439,103,4.324425324600708,1,hard,1,2
440,56,4.0666287661519025,9,easy,0,2
441,108,3.3106857051312066,1,hard,0,0
442,64,2.7992011159847827,15,easy,0,1
443,177,0.5262351235659097,15,medium,1,1
444,61,2.101420744046424,18,easy,0,1
445,153,1.9261737333603388,6,hard,0,0
446,22,1.3727935404255986,11,hard,0,2
447,123,3.6447585570740664,14,easy,1,1
448,133,2.5297911018859773,7,medium,0,0
449,115,0.4971264579474749,5,medium,0,0
450,167,1.1788976895540757,9,hard,0,0
451,156,3.44796794193202,2,easy,1,0
452,154,0.4730412115024709,18,medium,0,1
453,129,4.270913878838966,16,medium,0,1
454,72,2.5262179823684745,6,hard,1,2
455,28,2.4548742289005756,19,medium,0,1
456,101,3.0027981448316363,3,easy,1,0
457,67,4.1409367330332305,13,hard,0,2
458,192,1.8042651187207461,19,hard,0,1
459,99,3.422279147539412,14,easy,0,1
460,126,2.8720866235793765,7,hard,0,0
461,71,1.4084385238301647,14,medium,0,1
462,32,4.405286933140274,19,medium,0,1
463,136,4.007387505873948,13,easy,1,1
464,146,3.3264139898262854,8,medium,0,0
465,149,4.267850472561785,7,easy,1,0
466,138,4.349741584703032,16,easy,1,1
467,67,3.5709785859036707,1,medium,1,2
468,131,4.201365308981993,2,easy,0,0
469,10,3.51761016217949,7,medium,1,2
470,43,3.4326897816254722,11,hard,1,2
471,105,3.1311957532544032,0,hard,1,0
472,135,3.7883115338324425,9,easy,1,0
473,127,0.8771650159360612,19,medium,0,1
474,57,4.416266720074749,2,medium,1,2
475,98,4.372033285951637,5,hard,0,2
476,126,0.24331168686933982,6,hard,0,0
477,138,4.146502077767337,19,medium,0,1
478,25,0.7314623506198815,17,easy,0,1
479,198,1.7420823858697956,10,hard,0,0
480,78,3.7431904558288784,18,easy,0,1
481,31,0.8877234906367102,4,easy,0,2
482,102,4.108038418183405,18,hard,0,1
483,85,4.177457471992935,10,easy,1,2
484,163,2.5865918954280978,11,easy,0,0
485,153,0.13129077141248455,9,medium,1,0
486,188,1.5064868525570727,7,easy,1,0
487,95,3.122941900041137,8,medium,1,2
488,194,4.907812272334375,3,hard,1,0
489,38,3.195886282381675,4,hard,1,2
490,78,1.3730375472143832,7,medium,0,2
491,56,3.206627945188096,8,hard,0,2
492,103,2.7459283606076923,14,easy,0,1
493,199,3.921242436240604,14,easy,0,1
494,153,0.6242051302520962,15,easy,1,1
495,185,3.8290367222599375,13,hard,1,1
496,94,2.752206235512941,7,easy,1,2
497,48,4.818660818909073,17,hard,0,1
498,109,1.775173613589562,9,easy,0,0
499,42,3.199847276356346,19,medium,1,1
500,110,4.666937716999086,5,hard,1,2
501,32,0.6022976671543284,11,hard,0,2
502,19,4.692419587458611,1,easy,1,2
503,78,3.470640039273986,6,hard,1,2
504,109,0.43240158961534236,15,hard,0,1
505,43,1.5747214780393999,2,medium,1,2
506,189,3.57004323436188,12,medium,0,0
507,147,0.4300179471969814,2,easy,1,0
508,156,2.9526352548637393,17,medium,0,1
509,195,1.7948269790694882,10,easy,1,0
510,105,3.142486037060638,7,easy,0,2
511,10,0.324135965681313,5,easy,1,2
512,78,4.370530350146644,0,hard,0,2
513,13,4.870095948969245,0,medium,1,2
514,25,4.847501490899888,7,easy,0,2
515,33,3.7732939755403314,4,medium,1,2
516,89,0.7374225766400967,15,easy,0,1
517,11,3.815489660052211,10,medium,0,2
518,137,0.22047589064812742,4,medium,0,0
519,169,0.20840540249208656,3,easy,1,0
520,93,1.6856900738327523,5,hard,1,2
521,161,2.4943516329828626,13,medium,1,1
522,149,3.874996347258187,18,hard,0,1
523,187,3.4481473453718756,8,hard,0,0
524,172,2.284923261246067,11,easy,0,0
525,133,1.440770664780163,10,easy,1,0
526,42,4.985910050772785,13,easy,1,2
527,170,2.188288380956268,15,medium,1,1
528,198,2.31179641921541,0,easy,0,0
529,188,0.901756723839179,12,easy,0,0
530,180,3.9945667888746543,12,medium,0,0
531,110,3.4990429063292945,1,medium,1,0
532,21,1.181771102664926,3,easy,1,2
533,76,0.5036671235176292,5,easy,0,2
534,74,3.4344465801660946,4,easy,1,2
535,170,3.307104949977563,2,easy,0,0
536,177,1.438971682291226,0,hard,0,0
537,83,4.7592314550270105,3,hard,0,2
538,52,0.8401836697264111,19,easy,0,1
539,53,2.2184405251087496,1,hard,1,2
540,38,4.723718008821234,4,medium,1,2
541,150,2.1566638529379993,2,hard,0,0
542,21,3.2287771435540193,8,hard,1,2
543,104,2.048212550017692,19,easy,0,1
544,55,1.4436544915084832,5,hard,0,2
545,139,4.921490475003158,17,hard,0,1
546,44,2.105736630943711,5,hard,0,2
547,90,4.481086098027759,18,hard,0,1
548,99,1.2267775688663225,11,medium,1,1
549,17,1.1442130497229084,10,easy,1,2
550,102,0.2525570061341057,1,easy,1,0
551,163,3.293167444341837,14,medium,0,1
552,99,1.9057790842464297,11,hard,0,1
553,171,4.335355424214222,11,medium,0,0
554,124,2.4187285427886303,8,hard,0,0
555,114,4.844147796782137,1,medium,1,0
556,144,1.0090750269452937,2,easy,1,0
557,67,4.356253522982493,11,easy,0,2
558,123,3.9053245786795348,15,easy,1,1
559,84,3.877517038755855,0,hard,1,2
560,166,4.23943781777275,2,hard,1,0
561,129,3.8290175556206947,19,medium,0,1
562,173,3.1684795759939357,1,medium,1,0
563,30,0.7430999006436991,8,easy,0,2
564,173,0.25937827950713443,18,hard,0,1
565,147,4.612154454296865,14,medium,0,1
566,110,3.1215865411516166,17,hard,0,1
567,161,4.003032725783264,10,hard,0,0
568,186,2.4594595224114957,15,easy,0,1
569,108,0.674810125915733,16,easy,0,1
570,45,0.7134103817924972,4,hard,0,2
571,105,3.45926990742196,11,hard,0,1
572,161,2.2084988850073675,10,hard,0,0
573,160,1.08257116083165,14,hard,0,1
574,199,2.508813279033041,2,easy,0,0
575,46,0.4146237916681571,0,medium,1,2
576,21,2.9516598693805545,19,easy,1,1
577,122,1.4180676817319788,15,medium,1,1
578,192,4.008039593122222,1,hard,0,0
579,22,1.6207735987255116,1,medium,1,2
580,32,2.330578730500826,2,easy,1,2
581,108,0.15694064554969311,7,easy,0,0
582,114,0.45498975019333854,14,hard,0,1
583,39,2.0232184263927557,6,easy,0,2
584,26,2.4517002901139056,5,hard,1,2
585,122,3.0401006857845885,8,easy,0,0
586,71,1.529146635675586,19,easy,0,1
587,93,3.5054112420200587,0,hard,1,2
588,121,4.314599746227103,7,medium,1,0
589,95,3.9212698455774144,2,easy,1,2
590,150,0.29413224420695006,3,medium,1,0
591,196,2.454484041563362,14,easy,0,1
592,28,0.6141578742490569,5,easy,1,2
593,186,1.2860205777263847,14,easy,0,1
594,109,4.934646707009017,2,easy,1,2
595,149,0.7982281602174148,13,medium,0,1
596,198,2.544551951911645,19,medium,0,1
597,156,3.128963098158784,13,easy,1,1
598,85,3.5420783556661095,3,easy,1,2
599,18,2.8422785490858793,11,medium,1,2
600,37,0.14787715235399995,16,hard,1,1
601,137,1.6996604103955604,6,hard,1,0
602,61,2.636787052585086,8,medium,0,2
603,92,0.5305458458096834,2,easy,0,0
604,120,1.818071962924986,12,easy,1,1
605,153,0.26269523307769616,14,hard,0,1
606,126,0.48503463605960173,17,hard,0,1
607,78,2.044924053387821,18,medium,0,1
608,108,0.7503071948109957,0,hard,0,0
609,149,2.880950156481635,5,medium,0,0
610,34,3.4783783487726025,1,hard,0,2
611,189,4.022874825634506,13,hard,0,1
612,132,1.0807361967995697,5,hard,1,0
613,62,0.9206646530694419,13,easy,1,1
614,160,0.6123824176385613,3,easy,1,0
615,153,3.21850822276382,7,easy,0,0
616,66,3.561731059785816,2,hard,0,2
617,48,0.254772109645646,18,medium,1,1
618,118,4.68744000659408,13,medium,0,1
619,190,0.35465928989221485,19,medium,0,1
620,51,2.7523520429752457,16,medium,1,1
621,195,3.5743965453094906,7,easy,0,0
622,176,4.36774870635582,13,easy,1,1
623,151,3.5990259674488967,5,hard,1,0
624,131,4.02846760704198,15,hard,0,1
625,142,1.76330594345975,18,medium,0,1
626,172,4.09264305735791,13,easy,1,1
627,84,0.49256274728490823,18,medium,0,1
628,155,4.484601614696586,2,hard,0,0
629,85,2.7832026431533077,9,hard,1,2
630,18,4.104759072816219,18,medium,1,1
631,83,2.316359594139671,8,hard,0,2
632,195,3.2535307064629726,19,medium,0,1
633,154,2.679373038586955,12,easy,0,1
634,16,3.6847886566011265,6,medium,0,2
635,183,0.499986911949889,13,easy,0,1
636,150,0.3957252115537626,8,easy,1,0
637,177,1.3108058466497177,18,hard,0,1
638,179,0.881768932554623,14,hard,0,1
639,146,4.371739476301788,19,hard,0,1
640,187,1.1741485380544172,13,medium,1,1
641,36,4.8817397535137435,5,medium,1,2
642,131,1.7507893796784237,3,hard,0,0
643,14,0.9923777868746265,7,medium,1,2
644,38,3.969522684998148,16,hard,0,1
